date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:22:39	137/137	---M-Z	200	added ('OK')	text/css	etag:%22c8204e-89-633635ed62fd5-gzip%22	https://KKLINIKIN.in/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css?ver=3.28.4	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min89ce.css	(from https://KKLINIKIN.in/)
14:22:39	720/720	---M-Z	200	added ('OK')	text/css	etag:%22c814ac-2d0-633635eab4b14-gzip%22	https://KKLINIKIN.in/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?ver=3.28.4	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/elementor/assets/css/widget-text-editor.min89ce.css	(from https://KKLINIKIN.in/)
14:22:39	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%22d42bd1-4057-633635ee2eda3-gzip%22	https://KKLINIKIN.in/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://KKLINIKIN.in/)
14:22:39	5486/5486	---M-Z	200	added ('OK')	text/css	etag:%22c81101-156e-633635eaaa703-gzip%22	https://KKLINIKIN.in/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.28.4	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min89ce.css	(from https://KKLINIKIN.in/)
14:22:39	10071/10071	---M-Z	200	added ('OK')	text/css	etag:%22c8130e-2757-633635eab27ec-gzip%22	https://KKLINIKIN.in/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?ver=3.28.4	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/elementor/assets/css/widget-icon-box.min89ce.css	(from https://KKLINIKIN.in/)
14:22:40	1409/1409	---M-Z	200	added ('OK')	text/css	etag:%22c8136d-581-633635eab2bd4-gzip%22	https://KKLINIKIN.in/wp-content/plugins/elementor/assets/css/widget-image-box.min.css?ver=3.28.4	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/elementor/assets/css/widget-image-box.min89ce.css	(from https://KKLINIKIN.in/)
14:22:40	10310/10310	---M-Z	200	added ('OK')	text/css	etag:%22c81340-2846-633635eab27ec-gzip%22	https://KKLINIKIN.in/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.28.4	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/elementor/assets/css/widget-icon-list.min89ce.css	(from https://KKLINIKIN.in/)
14:22:40	254/254	---M-Z	200	added ('OK')	text/css	etag:%22c8138d-fe-633635eab2fbc-gzip%22	https://KKLINIKIN.in/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.28.4	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/elementor/assets/css/widget-image.min89ce.css	(from https://KKLINIKIN.in/)
14:22:40	139/139	---M-Z	200	added ('OK')	text/css	etag:%22c82051-8b-633635ed637a5-gzip%22	https://KKLINIKIN.in/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css?ver=3.28.4	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min89ce.css	(from https://KKLINIKIN.in/)
14:22:41	130/130	---M-Z	200	added ('OK')	text/css	etag:%22c82059-82-633635ed637a5-gzip%22	https://KKLINIKIN.in/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css?ver=3.28.4	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min89ce.css	(from https://KKLINIKIN.in/)
14:22:41	1578/1578	---M-Z	200	added ('OK')	text/css	etag:%22c814b1-62a-633635eab4efc-gzip%22	https://KKLINIKIN.in/wp-content/plugins/elementor/assets/css/widget-toggle.min.css?ver=3.28.4	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/elementor/assets/css/widget-toggle.min89ce.css	(from https://KKLINIKIN.in/)
14:22:41	64279/64279	---M-Z	200	added ('OK')	text/css	etag:%2212812a6-fb17-629b91bc245b7-gzip%22	https://KKLINIKIN.in/wp-content/uploads/elementor/css/post-5016.css?ver=1734724871	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/uploads/elementor/css/post-5016644a.css	(from https://KKLINIKIN.in/)
14:22:41	10408/10408	---M-Z	200	added ('OK')	text/css	etag:%2212812a7-28a8-629b91bc2de10-gzip%22	https://KKLINIKIN.in/wp-content/uploads/elementor/css/post-5367.css?ver=1734724871	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/uploads/elementor/css/post-5367644a.css	(from https://KKLINIKIN.in/)
14:22:41	13722/13722	---M-Z	200	added ('OK')	text/css	etag:%2212812a8-359a-629b91bc39d79-gzip%22	https://KKLINIKIN.in/wp-content/uploads/elementor/css/post-5383.css?ver=1734724871	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/uploads/elementor/css/post-5383644a.css	(from https://KKLINIKIN.in/)
14:22:42	19710/19710	---M-Z	200	added ('OK')	text/css	etag:%22be3054-4cfe-6342c88d3d1e1-gzip%22	https://KKLINIKIN.in/wp-content/plugins/widget-google-reviews/assets/css/public-main.css?ver=5.9.1	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/widget-google-reviews/assets/css/public-main74e5.css	(from https://KKLINIKIN.in/)
14:22:42	123346/123346	---M-Z	200	added ('OK')	text/css	etag:%22c00780-1e1d2-632d68f23b2c3-gzip%22	https://KKLINIKIN.in/wp-content/themes/twentytwenty/style.css?ver=2.9	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/themes/twentytwenty/style98a9.css	(from https://KKLINIKIN.in/)
14:22:42	674/674	---M-Z	200	added ('OK')	text/css	etag:%22c00752-2a2-632d68f237442-gzip%22	https://KKLINIKIN.in/wp-content/themes/twentytwenty/assets/css/font-inter.css?ver=2.9	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/themes/twentytwenty/assets/css/font-inter98a9.css	(from https://KKLINIKIN.in/)
14:22:42	2699/2699	---M-Z	200	added ('OK')	text/css	etag:%22c0077a-a8b-632d68f23aedb-gzip%22	https://KKLINIKIN.in/wp-content/themes/twentytwenty/print.css?ver=2.9	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/themes/twentytwenty/print98a9.css	(from https://KKLINIKIN.in/)
14:22:43	33789/33789	---M-Z	200	added ('OK')	text/css	etag:%22be11f1-83fd-634b95a3e7e82-gzip%22	https://KKLINIKIN.in/wp-content/plugins/chaty/css/chaty-front.min.css?ver=3.4.11677322051	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/chaty/css/chaty-front.minab0d.css	(from https://KKLINIKIN.in/)
14:22:43	20400/20400	---M-Z	200	added ('OK')	text/css	etag:%22c82459-4fb0-633635ed70a97-gzip%22	https://KKLINIKIN.in/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.34.0	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min705c.css	(from https://KKLINIKIN.in/)
14:22:43	10310/10310	---M-Z	200	added ('OK')	text/css	etag:%22c81340-2846-633635eab27ec-gzip%22	https://KKLINIKIN.in/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.24.3	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/elementor/assets/css/widget-icon-list.min44b4.css	(from https://KKLINIKIN.in/)
14:22:43	5150/5150	---M-Z	200	added ('OK')	text/css	etag:%22c81465-141e-633635eab472c-gzip%22	https://KKLINIKIN.in/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.24.0	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/elementor/assets/css/widget-social-icons.min2401.css	(from https://KKLINIKIN.in/)
14:22:43	732/732	---M-Z	200	added ('OK')	text/css	etag:%22c82479-2dc-633635eda100c-gzip%22	https://KKLINIKIN.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands52d5.css	(from https://KKLINIKIN.in/)
14:22:44	72184/72184	---M-Z	200	added ('OK')	text/css	etag:%22c8247c-119f8-633635eda1fac-gzip%22	https://KKLINIKIN.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css?ver=5.15.3	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome52d5.css	(from https://KKLINIKIN.in/)
14:22:44	727/727	---M-Z	200	added ('OK')	text/css	etag:%22c82482-2d7-633635eda69e4-gzip%22	https://KKLINIKIN.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid52d5.css	(from https://KKLINIKIN.in/)
14:22:45	34452/34452	---M-Z	200	added ('OK')	text/css	etag:%2212a02bf-8694-6308f4d463949-gzip%22	https://KKLINIKIN.in/wp-content/uploads/elementor/google-fonts/css/raleway.css?ver=1742241895	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/uploads/elementor/google-fonts/css/ralewaye929.css	(from https://KKLINIKIN.in/)
14:22:45	23247/23247	---M-Z	200	added ('OK')	text/css	etag:%2212a02cb-5acf-6308f4d515902-gzip%22	https://KKLINIKIN.in/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1742241895	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/uploads/elementor/google-fonts/css/robotoslabe929.css	(from https://KKLINIKIN.in/)
14:22:45	103032/103032	---M-Z	200	added ('OK')	text/css	etag:%2212a02e3-19278-6308f4d705e99-gzip%22	https://KKLINIKIN.in/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1742241897	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/uploads/elementor/google-fonts/css/roboto8003.css	(from https://KKLINIKIN.in/)
14:22:45	46431/46431	---M-Z	200	added ('OK')	text/css	etag:%2212a0384-b55f-6308f4d87fd9d-gzip%22	https://KKLINIKIN.in/wp-content/uploads/elementor/google-fonts/css/inter.css?ver=1742241899	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/uploads/elementor/google-fonts/css/inter7129.css	(from https://KKLINIKIN.in/)
14:22:46	58071/58071	---M-Z	200	added ('OK')	text/css	etag:%22c8247e-e2d7-633635eda4aa4-gzip%22	https://KKLINIKIN.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://KKLINIKIN.in/)
14:22:46	669/669	---M-Z	200	added ('OK')	text/css	etag:%22c82483-29d-633635eda69e4-gzip%22	https://KKLINIKIN.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://KKLINIKIN.in/)
14:22:46	677/677	---M-Z	200	added ('OK')	text/css	etag:%22c82480-2a5-633635eda69e4-gzip%22	https://KKLINIKIN.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://KKLINIKIN.in/)
14:22:46	675/675	---M-Z	200	added ('OK')	text/css	etag:%22c8247a-2a3-633635eda100c-gzip%22	https://KKLINIKIN.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://KKLINIKIN.in/)
14:22:47	6448/6448	---M-Z	200	added ('OK')	text/javascript	etag:%22be11a1-1930-63271f7fd36f2-gzip%22	https://KKLINIKIN.in/wp-content/plugins/burst-statistics/helpers/timeme/timeme.min.js?ver=1.8.0.1	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/burst-statistics/helpers/timeme/timeme.minee47.js	(from https://KKLINIKIN.in/)
14:22:47	6325/6325	---M-Z	200	added ('OK')	text/javascript	etag:%22be0f98-18b5-63271f7fcecba-gzip%22	https://KKLINIKIN.in/wp-content/plugins/burst-statistics/assets/js/build/burst.min.js?ver=1.8.0.1	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/burst-statistics/assets/js/build/burst.minee47.js	(from https://KKLINIKIN.in/)
14:22:47	87553/87553	---M-Z	200	added ('OK')	text/javascript	etag:%2212602a4-15601-603fed35e19c0-gzip%22	https://KKLINIKIN.in/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-includes/js/jquery/jquery.minf43b.js	(from https://KKLINIKIN.in/)
14:22:47	13577/13577	---M-Z	200	added ('OK')	text/javascript	etag:%221260298-3509-5fdabee5f2100-gzip%22	https://KKLINIKIN.in/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://KKLINIKIN.in/)
14:22:47	38511/38511	---M-Z	200	added ('OK')	text/javascript	etag:%22be3071-966f-6342c88d3fcda-gzip%22	https://KKLINIKIN.in/wp-content/plugins/widget-google-reviews/assets/js/public-main.js?ver=5.9.1	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/plugins/widget-google-reviews/assets/js/public-main74e5.js	(from https://KKLINIKIN.in/)
14:22:48	27908/27908	---M-Z	200	added ('OK')	text/javascript	etag:%22c00762-6d04-632d68f2387ca-gzip%22	https://KKLINIKIN.in/wp-content/themes/twentytwenty/assets/js/index.js?ver=2.9	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/themes/twentytwenty/assets/js/index98a9.js	(from https://KKLINIKIN.in/)
14:22:49	131360/131360	---MC-	200	added ('OK')	application/json	date:Sat,%2017%20May%202025%2018:22:47%20GMT	https://KKLINIKIN.in/wp-json/wp/v2/pages/5016	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-json/wp/v2/pages/5016.json	(from https://KKLINIKIN.in/)
14:22:49	369715/369715	---MC-	200	added ('OK')	application/json	date:Sat,%2017%20May%202025%2018:22:48%20GMT	https://KKLINIKIN.in/wp-json/	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-json/index.html	(from https://KKLINIKIN.in/)
14:22:49	780/780	---M-Z	200	added ('OK')	text/xml	date:Sat,%2017%20May%202025%2018:22:49%20GMT	https://KKLINIKIN.in/xmlrpc.php?rsd	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/xmlrpc0db0.php	(from https://KKLINIKIN.in/)
14:22:49	2186/2186	---MC-	200	added ('OK')	application/json	date:Sat,%2017%20May%202025%2018:22:49%20GMT	https://KKLINIKIN.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2FKKLINIKIN.in%2F	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-json/oembed/1.0/embedab51.json	(from https://KKLINIKIN.in/)
14:22:50	2372/2372	---M-Z	200	added ('OK')	text/xml	date:Sat,%2017%20May%202025%2018:22:49%20GMT	https://KKLINIKIN.in/wp-json/oembed/1.0/embed?url=https%3A%2F%2FKKLINIKIN.in%2F&format=xml	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-json/oembed/1.0/embedb839	(from https://KKLINIKIN.in/)
14:22:50	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2017%20May%202025%2018:22:50%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/laptop/Downloads/dlkdqd/www.googletagmanager.com/gtm.355445.delayed	(from https://KKLINIKIN.in/)
14:22:51	186731/186731	---M--	200	added ('OK')	text/javascript	etag:7404209545564727257	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-3425758809850007&host=ca-host-pub-2644536267352236	C:/Users/laptop/Downloads/dlkdqd/pagead2.googlesyndication.com/pagead/js/fcb0b.txt	(from https://KKLINIKIN.in/)
14:22:51	1320/1320	---M--	200	added ('OK')	image/png	etag:%221282c6a-528-5d73d9e65c580%22	https://KKLINIKIN.in/wp-content/uploads/2022/02/cropped-KKLINIKIN-Site-Logo-32x32.png	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/uploads/2022/02/cropped-KKLINIKIN-Site-Logo-32x32.png	(from https://KKLINIKIN.in/)
14:22:51	15418/15418	---M--	200	added ('OK')	image/png	etag:%221282c67-3c3a-5d73d9e65c580%22	https://KKLINIKIN.in/wp-content/uploads/2022/02/cropped-KKLINIKIN-Site-Logo-192x192.png	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/uploads/2022/02/cropped-KKLINIKIN-Site-Logo-192x192.png	(from https://KKLINIKIN.in/)
14:22:51	14189/14189	---M--	200	added ('OK')	image/png	etag:%221282c66-376d-5d73d9e65c580%22	https://KKLINIKIN.in/wp-content/uploads/2022/02/cropped-KKLINIKIN-Site-Logo-180x180.png	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/uploads/2022/02/cropped-KKLINIKIN-Site-Logo-180x180.png	(from https://KKLINIKIN.in/)
14:22:52	8377/8377	---M--	200	added ('OK')	image/png	etag:%221282dca-20b9-5d4d982ccb9c0%22	https://KKLINIKIN.in/wp-content/uploads/elementor/thumbs/KKLINIKIN-lOGO-e1641405075642-piks9p2tjzevsgf4jdof76i49hvygm1u3wzupigolc.png	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/uploads/elementor/thumbs/KKLINIKIN-lOGO-e1641405075642-piks9p2tjzevsgf4jdof76i49hvygm1u3wzupigolc.png	(from https://KKLINIKIN.in/)
14:22:52	73470/73470	---M--	200	added ('OK')	image/png	etag:%2212825c0-11efe-5d4d141ef2bc0%22	https://KKLINIKIN.in/wp-content/uploads/2022/01/best-practice.png	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/uploads/2022/01/best-practice.png	(from https://KKLINIKIN.in/)
14:22:52	12016/12016	---M--	200	added ('OK')	image/png	etag:%22128298f-2ef0-5d4d14ac178c0%22	https://KKLINIKIN.in/wp-content/uploads/2022/01/hospital.png	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/uploads/2022/01/hospital.png	(from https://KKLINIKIN.in/)
14:22:52	61214/61214	---M--	200	added ('OK')	image/png	etag:%221282959-ef1e-5d4d152258fc0%22	https://KKLINIKIN.in/wp-content/uploads/2022/01/doctor.png	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/uploads/2022/01/doctor.png	(from https://KKLINIKIN.in/)
14:22:52	114327/114327	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20May%202025%2018:22:52%20GMT	https://KKLINIKIN.in/about-us/	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/about-us/index.html	(from https://KKLINIKIN.in/)
14:22:52	195770/195770	---M--	200	added ('OK')	image/jpeg	etag:%221282b0f-2fcba-5d53ded72d340%22	https://KKLINIKIN.in/wp-content/uploads/2022/01/pexels-karolina-grabowska-4506110.jpg	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/uploads/2022/01/pexels-karolina-grabowska-4506110.jpg	(from https://KKLINIKIN.in/)
14:22:53	334402/334402	---M--	200	added ('OK')	image/jpeg	etag:%221282b9a-51a42-5d53ded35ca40%22	https://KKLINIKIN.in/wp-content/uploads/2022/01/pexels-ryutaro-tsukata-5473215.jpg	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/uploads/2022/01/pexels-ryutaro-tsukata-5473215.jpg	(from https://KKLINIKIN.in/)
14:22:53	11117/11117	---M--	200	added ('OK')	image/png	etag:%221282c5c-2b6d-5d4aaddaa2f00%22	https://KKLINIKIN.in/wp-content/uploads/2022/01/yellow-Ellipse.png	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/uploads/2022/01/yellow-Ellipse.png	(from https://KKLINIKIN.in/)
14:22:53	22299/22299	---M--	200	added ('OK')	image/png	etag:%221282c36-571b-5d4d17a05b100%22	https://KKLINIKIN.in/wp-content/uploads/2022/01/spine.png	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/uploads/2022/01/spine.png	(from https://KKLINIKIN.in/)
14:22:53	20231/20231	---M--	200	added ('OK')	image/png	etag:%221282a6b-4f07-5d4d19d11dc00%22	https://KKLINIKIN.in/wp-content/uploads/2022/01/massage.png	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/uploads/2022/01/massage.png	(from https://KKLINIKIN.in/)
14:22:53	113793/113793	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20May%202025%2018:22:53%20GMT	https://KKLINIKIN.in/services/	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/services/index.html	(from https://KKLINIKIN.in/)
14:22:53	22434/22434	---M--	200	added ('OK')	image/png	etag:%221282c2c-57a2-5d4d1a949e940%22	https://KKLINIKIN.in/wp-content/uploads/2022/01/solidarity.png	C:/Users/laptop/Downloads/dlkdqd/KKLINIKIN.in/wp-content/uploads/2022/01/solidarity.png	(from https://KKLINIKIN.in/)
